排名,中文域名,Punycode,字数,词频,词性,英文释义,类别,综合推荐分,年费USD,注册周期年,购买验证链接,验证时间UTC,词典来源
386,交界.com,xn--tlq555g.com,2,569,n,common boundary; common border,通用品牌,88.4,11.25,1,https://vercel.com/domains/search?q=xn--tlq555g.com,2026-07-23T18:36:19.167Z,Jieba + CC-CEDICT
387,交锋.com,xn--tlq592o.com,2,568,n,to cross swords; to have a confrontation (with sb),通用品牌,88.3,11.25,1,https://vercel.com/domains/search?q=xn--tlq592o.com,2026-07-23T18:36:19.167Z,Jieba + CC-CEDICT
388,世俗.com,xn--rhqq6b.com,2,567,n,profane; secular; worldly,通用品牌,88.3,11.25,1,https://vercel.com/domains/search?q=xn--rhqq6b.com,2026-07-23T18:36:19.167Z,Jieba + CC-CEDICT
389,剧社.com,xn--ceru06g.com,2,566,n,theater company,内容文化,88.3,11.25,1,https://vercel.com/domains/search?q=xn--ceru06g.com,2026-07-23T18:36:19.167Z,Jieba + CC-CEDICT
390,家门.com,xn--fct476k.com,2,565,n,house door; family clan,通用品牌,88.3,11.25,1,https://vercel.com/domains/search?q=xn--fct476k.com,2026-07-23T18:36:19.167Z,Jieba + CC-CEDICT
391,德高望重.com,xn--p5t97n4y2bsth.com,4,126,i,(idiom) a person of virtue and prestige; a person of good moral standing and reputation,成语意象,88.2,11.25,1,https://vercel.com/domains/search?q=xn--p5t97n4y2bsth.com,2026-07-23T18:36:19.168Z,Jieba + CC-CEDICT
392,气概.com,xn--c7vt8c.com,2,562,n,lofty quality; mettle; spirit,通用品牌,88.2,11.25,1,https://vercel.com/domains/search?q=xn--c7vt8c.com,2026-07-23T18:36:19.167Z,Jieba + CC-CEDICT
393,耐人寻味.com,xn--gmq62li7gvp4b.com,4,124,i,(idiom) thought-provoking; to provide food for thought,成语意象,88.2,11.25,1,https://vercel.com/domains/search?q=xn--gmq62li7gvp4b.com,2026-07-23T18:36:19.168Z,Jieba + CC-CEDICT
394,称心如意.com,xn--bvs78lr2a287d.com,4,43,i,(idiom) after one's own heart; gratifying; satisfactory; everything one could wish,品质价值,88.1,11.25,1,https://vercel.com/domains/search?q=xn--bvs78lr2a287d.com,2026-07-23T18:36:19.168Z,Jieba + CC-CEDICT
395,照料.com,xn--qevr6x.com,2,547,n,to tend; to take care of sb,通用品牌,88.1,11.25,1,https://vercel.com/domains/search?q=xn--qevr6x.com,2026-07-23T18:36:19.167Z,Jieba + CC-CEDICT
396,后花园.com,xn--fqrs0el62d.com,3,83,n,backyard garden,生活审美,88.1,11.25,1,https://vercel.com/domains/search?q=xn--fqrs0el62d.com,2026-07-23T18:42:16.249Z,Jieba + CC-CEDICT
397,运力.com,xn--tfr573l.com,2,535,n,transport capacity,通用品牌,88.0,11.25,1,https://vercel.com/domains/search?q=xn--tfr573l.com,2026-07-23T18:36:19.165Z,Jieba + CC-CEDICT
398,脚踏实地.com,xn--cesx6hrw4bd3k.com,4,119,i,to have one's feet firmly planted on the ground (idiom); realistic without flights of fancy; steady and serious character,成语意象,88.0,11.25,1,https://vercel.com/domains/search?q=xn--cesx6hrw4bd3k.com,2026-07-23T18:36:19.168Z,Jieba + CC-CEDICT
399,循序渐进.com,xn--8wtnye94ay26a.com,4,119,i,"in sequence, step by step (idiom); to make steady progress incrementally",成语意象,88.0,11.25,1,https://vercel.com/domains/search?q=xn--8wtnye94ay26a.com,2026-07-23T18:36:19.168Z,Jieba + CC-CEDICT
400,船头.com,xn--2ss976g.com,2,533,n,the bow or prow of a ship,通用品牌,88.0,11.25,1,https://vercel.com/domains/search?q=xn--2ss976g.com,2026-07-23T18:36:19.167Z,Jieba + CC-CEDICT
401,生气勃勃.com,xn--ygra555qtii.com,4,118,i,(idiom) vibrant; full of vitality,成语意象,87.9,11.25,1,https://vercel.com/domains/search?q=xn--ygra555qtii.com,2026-07-23T18:36:19.165Z,Jieba + CC-CEDICT
402,传令.com,xn--nnq9e.com,2,527,n,to transmit an order,通用品牌,87.9,11.25,1,https://vercel.com/domains/search?q=xn--nnq9e.com,2026-07-23T18:36:19.167Z,Jieba + CC-CEDICT
403,高亢.com,xn--rlqw17p.com,2,527,a,"high-pitched and penetrating (musical instrument, voice etc); high-spirited; fever-pitched (atmosphere)",通用品牌,87.9,11.25,1,https://vercel.com/domains/search?q=xn--rlqw17p.com,2026-07-23T18:36:19.165Z,Jieba + CC-CEDICT
404,关门.com,xn--d6qw28n.com,2,527,n,to close a door; to lock a door; (of a shop etc) to close (for the night or permanently),通用品牌,87.8,11.25,1,https://vercel.com/domains/search?q=xn--d6qw28n.com,2026-07-23T18:36:19.167Z,Jieba + CC-CEDICT
405,教义.com,xn--7iq057c.com,2,527,n,creed; doctrine; teachings,通用品牌,87.8,11.25,1,https://vercel.com/domains/search?q=xn--7iq057c.com,2026-07-23T18:36:19.167Z,Jieba + CC-CEDICT
406,年头.com,xn--2ssz5j.com,2,527,n,start of the year; whole year; a particular year; period; days; epoch; a year's harvest,通用品牌,87.8,11.25,1,https://vercel.com/domains/search?q=xn--2ssz5j.com,2026-07-23T18:36:19.167Z,Jieba + CC-CEDICT
407,出类拔萃.com,xn--79qs42b4ltn2g.com,4,117,i,to excel the common (idiom); surpassing; preeminent; outstanding,成语意象,87.7,11.25,1,https://vercel.com/domains/search?q=xn--79qs42b4ltn2g.com,2026-07-23T18:36:19.168Z,Jieba + CC-CEDICT
408,功绩.com,xn--xfrq44h.com,2,524,n,feat; contribution; merits and achievements,通用品牌,87.7,11.25,1,https://vercel.com/domains/search?q=xn--xfrq44h.com,2026-07-23T18:36:19.167Z,Jieba + CC-CEDICT
409,江豚.com,xn--9sw459d.com,2,524,n,river dolphin,通用品牌,87.7,11.25,1,https://vercel.com/domains/search?q=xn--9sw459d.com,2026-07-23T18:36:19.167Z,Jieba + CC-CEDICT
410,情真意切.com,xn--lbr327amgx02f.com,4,40,i,(idiom) sincere; heartfelt,品质价值,87.7,11.25,1,https://vercel.com/domains/search?q=xn--lbr327amgx02f.com,2026-07-23T18:39:10.414Z,Jieba + CC-CEDICT
411,养精蓄锐.com,xn--l6qq86hcbf2rr.com,4,40,i,to preserve and nurture one's spirit (idiom); honing one's strength for the big push,成语意象,87.6,11.25,1,https://vercel.com/domains/search?q=xn--l6qq86hcbf2rr.com,2026-07-23T18:39:10.414Z,Jieba + CC-CEDICT
412,再接再厉.com,xn--36qa83mjv4a.com,4,115,i,to continue the struggle (idiom); to persist; unremitting efforts,成语意象,87.6,11.25,1,https://vercel.com/domains/search?q=xn--36qa83mjv4a.com,2026-07-23T18:36:19.168Z,Jieba + CC-CEDICT
413,学界.com,xn--48sq61d.com,2,514,n,academic world; academic circles; academia,通用品牌,87.6,11.25,1,https://vercel.com/domains/search?q=xn--48sq61d.com,2026-07-23T18:36:19.167Z,Jieba + CC-CEDICT
414,独善其身.com,xn--g6qr2his7a3ty.com,4,39,i,"(idiom) (originally, in Mencius) to cultivate one's moral character in solitude; (modern sense) to look after only one's own interests",品质价值,87.5,11.25,1,https://vercel.com/domains/search?q=xn--g6qr2his7a3ty.com,2026-07-23T18:39:10.414Z,Jieba + CC-CEDICT
415,水落石出.com,xn--79q325d0jislm.com,4,113,i,"(lit.) as the water recedes, the rocks appear (idiom); (fig.) the truth comes to light",成语意象,87.5,11.25,1,https://vercel.com/domains/search?q=xn--79q325d0jislm.com,2026-07-23T18:36:19.168Z,Jieba + CC-CEDICT
416,大雨.com,xn--pss005l.com,2,508,n,heavy rain; CL:場|场[chang2],生活审美,87.5,11.25,1,https://vercel.com/domains/search?q=xn--pss005l.com,2026-07-23T18:36:19.167Z,Jieba + CC-CEDICT
417,热泪.com,xn--8wwn9f.com,2,508,n,hot tears,通用品牌,87.4,11.25,1,https://vercel.com/domains/search?q=xn--8wwn9f.com,2026-07-23T18:36:19.167Z,Jieba + CC-CEDICT
418,熟人.com,xn--gmqp46f.com,2,506,n,acquaintance; friend,通用品牌,87.4,11.25,1,https://vercel.com/domains/search?q=xn--gmqp46f.com,2026-07-23T18:36:19.167Z,Jieba + CC-CEDICT
419,编队.com,xn--5p0at58b.com,2,505,n,to form into columns; to organize into teams; formation (of ships or aircraft),通用品牌,87.4,11.25,1,https://vercel.com/domains/search?q=xn--5p0at58b.com,2026-07-23T18:36:19.167Z,Jieba + CC-CEDICT
420,娘家.com,xn--lzso1b.com,2,505,n,wife's family (before marriage),通用品牌,87.4,11.25,1,https://vercel.com/domains/search?q=xn--lzso1b.com,2026-07-23T18:36:19.167Z,Jieba + CC-CEDICT
421,窑洞.com,xn--qywv00a.com,2,505,n,yaodong (a kind of cave dwelling in the Loess Plateau in northwest China); CL:孔[kong3],通用品牌,87.3,11.25,1,https://vercel.com/domains/search?q=xn--qywv00a.com,2026-07-23T18:36:19.167Z,Jieba + CC-CEDICT
422,举世瞩目.com,xn--rhqqdw10mmva.com,4,112,i,to receive worldwide attention,成语意象,87.3,11.25,1,https://vercel.com/domains/search?q=xn--rhqqdw10mmva.com,2026-07-23T18:39:10.415Z,Jieba + CC-CEDICT
423,一丝不苟.com,xn--4gq0a9bz417a.com,4,112,i,not one thread loose (idiom); strictly according to the rules; meticulous; not one hair out of place,成语意象,87.3,11.25,1,https://vercel.com/domains/search?q=xn--4gq0a9bz417a.com,2026-07-23T18:36:19.168Z,Jieba + CC-CEDICT
424,主子.com,xn--tiqu23a.com,2,503,n,Master (term used by servant); Your Majesty; operator (of machine),通用品牌,87.2,11.25,1,https://vercel.com/domains/search?q=xn--tiqu23a.com,2026-07-23T18:36:19.167Z,Jieba + CC-CEDICT
425,财力.com,xn--tfrx57k.com,2,499,n,financial resources,商业价值,87.2,11.25,1,https://vercel.com/domains/search?q=xn--tfrx57k.com,2026-07-23T18:36:19.164Z,Jieba + CC-CEDICT
426,蛛丝马迹.com,xn--yhq369kdzfyzk.com,4,110,i,lit. spider's thread and horse track; tiny hints (of a secret); traces; clue,成语意象,87.2,11.25,1,https://vercel.com/domains/search?q=xn--yhq369kdzfyzk.com,2026-07-23T18:39:10.415Z,Jieba + CC-CEDICT
427,伙计.com,xn--5oqr98l.com,2,496,n,partner; fellow; mate; waiter; servant; shop assistant,通用品牌,87.1,11.25,1,https://vercel.com/domains/search?q=xn--5oqr98l.com,2026-07-23T18:36:19.167Z,Jieba + CC-CEDICT
428,时节.com,xn--ehv884d.com,2,494,n,season; time,通用品牌,87.1,11.25,1,https://vercel.com/domains/search?q=xn--ehv884d.com,2026-07-23T18:36:19.167Z,Jieba + CC-CEDICT
429,外号.com,xn--rprz2j.com,2,494,n,nickname,通用品牌,87.1,11.25,1,https://vercel.com/domains/search?q=xn--rprz2j.com,2026-07-23T18:36:19.167Z,Jieba + CC-CEDICT
430,瓜分.com,xn--kbr126f.com,2,493,n,to partition; to divide up,通用品牌,87.1,11.25,1,https://vercel.com/domains/search?q=xn--kbr126f.com,2026-07-23T18:36:19.167Z,Jieba + CC-CEDICT
431,平息.com,xn--gwt17b.com,2,493,n,(of wind etc) to subside; to die down; to quell; to smooth over (a dispute etc); to suppress (a rebellion etc),通用品牌,87.0,11.25,1,https://vercel.com/domains/search?q=xn--gwt17b.com,2026-07-23T18:36:19.167Z,Jieba + CC-CEDICT
432,月薪.com,xn--7ovv59d.com,2,491,n,monthly income (in kind),通用品牌,87.0,11.25,1,https://vercel.com/domains/search?q=xn--7ovv59d.com,2026-07-23T18:36:19.167Z,Jieba + CC-CEDICT
433,案情.com,xn--feu10o.com,2,490,n,details of a legal case; facts and circumstances of a case (as established in investigation),通用品牌,87.0,11.25,1,https://vercel.com/domains/search?q=xn--feu10o.com,2026-07-23T18:36:19.167Z,Jieba + CC-CEDICT
434,问候.com,xn--hwq651o.com,2,489,n,to give one's respects; to send a greeting; (fig.) (coll.) to make offensive reference to (somebody dear to the person to whom one is speaking),通用品牌,86.9,11.25,1,https://vercel.com/domains/search?q=xn--hwq651o.com,2026-07-23T18:36:19.167Z,Jieba + CC-CEDICT
435,间隔.com,xn--fi5a8l.com,2,488,n,"gap; interval; compartment; to divide; to separate; to leave a gap of (two weeks, three meters etc)",通用品牌,86.9,11.25,1,https://vercel.com/domains/search?q=xn--fi5a8l.com,2026-07-23T18:36:19.167Z,Jieba + CC-CEDICT
436,名次.com,xn--eqry05c.com,2,485,n,position in a ranking of names; place; rank,通用品牌,86.9,11.25,1,https://vercel.com/domains/search?q=xn--eqry05c.com,2026-07-23T18:36:19.167Z,Jieba + CC-CEDICT
437,突飞猛进.com,xn--j7xt1ntmtvhi.com,4,107,i,to advance by leaps and bounds,成语意象,86.9,11.25,1,https://vercel.com/domains/search?q=xn--j7xt1ntmtvhi.com,2026-07-23T18:39:10.415Z,Jieba + CC-CEDICT
438,大户.com,xn--pssu4s.com,2,481,n,great family; rich family; large landlord; conspicuous spender or consumer,通用品牌,86.8,11.25,1,https://vercel.com/domains/search?q=xn--pssu4s.com,2026-07-23T18:36:19.167Z,Jieba + CC-CEDICT
439,植株.com,xn--ixvqt.com,2,481,n,(agriculture) plant,通用品牌,86.8,11.25,1,https://vercel.com/domains/search?q=xn--ixvqt.com,2026-07-23T18:36:19.167Z,Jieba + CC-CEDICT
440,无忧无虑.com,xn--26tv6kba4334a.com,4,106,i,(idiom) carefree; without worries,成语意象,86.8,11.25,1,https://vercel.com/domains/search?q=xn--26tv6kba4334a.com,2026-07-23T18:36:19.168Z,Jieba + CC-CEDICT
441,喜笑颜开.com,xn--s1r81t3rxm60a.com,4,36,i,grinning from ear to ear (idiom); beaming with happiness,成语意象,86.7,11.25,1,https://vercel.com/domains/search?q=xn--s1r81t3rxm60a.com,2026-07-23T18:39:10.414Z,Jieba + CC-CEDICT
442,直言不讳.com,xn--ihqz01h7vm0sb.com,4,104,i,to speak bluntly (idiom); not to mince words,成语意象,86.7,11.25,1,https://vercel.com/domains/search?q=xn--ihqz01h7vm0sb.com,2026-07-23T18:36:19.168Z,Jieba + CC-CEDICT
443,议和.com,xn--0trx69j.com,2,470,n,to negotiate peace,通用品牌,86.7,11.25,1,https://vercel.com/domains/search?q=xn--0trx69j.com,2026-07-23T18:36:19.165Z,Jieba + CC-CEDICT
444,高性能.com,xn--w8tw44ekxr.com,3,191,n,high performance,科技产品,86.6,11.25,1,https://vercel.com/domains/search?q=xn--w8tw44ekxr.com,2026-07-23T18:42:16.249Z,Jieba + CC-CEDICT
445,难能可贵.com,xn--jpr716hfxh5rj.com,4,102,i,rare and precious; valuable; remarkable,成语意象,86.6,11.25,1,https://vercel.com/domains/search?q=xn--jpr716hfxh5rj.com,2026-07-23T18:39:10.415Z,Jieba + CC-CEDICT
446,生机勃勃.com,xn--ygra928mr8m.com,4,101,i,(idiom) vibrant; full of vitality,成语意象,86.6,11.25,1,https://vercel.com/domains/search?q=xn--ygra928mr8m.com,2026-07-23T18:36:19.167Z,Jieba + CC-CEDICT
447,有的放矢.com,xn--4bvu3by10abkb.com,4,101,i,lit. to have a target in mind when shooting one's arrows (idiom); fig. to have a clear objective,成语意象,86.6,11.25,1,https://vercel.com/domains/search?q=xn--4bvu3by10abkb.com,2026-07-23T18:36:19.168Z,Jieba + CC-CEDICT
448,独具匠心.com,xn--h6q53bk9wrjt.com,4,34,i,original and ingenious (idiom); to show great creativity,品质价值,86.5,11.25,1,https://vercel.com/domains/search?q=xn--h6q53bk9wrjt.com,2026-07-23T18:39:10.414Z,Jieba + CC-CEDICT
449,高耸入云.com,xn--9kqt2epw1e7iw.com,4,34,i,"tall and erect, reaching through the clouds (idiom); used to describe tall mountain or skyscraper",成语意象,86.5,11.25,1,https://vercel.com/domains/search?q=xn--9kqt2epw1e7iw.com,2026-07-23T18:39:10.414Z,Jieba + CC-CEDICT
450,琳琅满目.com,xn--mcxp3i6dx5i.com,4,99,i,(idiom) to be a feast for the eyes; to be a cornucopia of delights; to be diverse and abundant,成语意象,86.5,11.25,1,https://vercel.com/domains/search?q=xn--mcxp3i6dx5i.com,2026-07-23T18:36:19.168Z,Jieba + CC-CEDICT
451,眉飞色舞.com,xn--90y89ughu50f.com,4,99,i,smiles of exultation; radiant with delight,生活审美,86.4,11.25,1,https://vercel.com/domains/search?q=xn--90y89ughu50f.com,2026-07-23T18:39:10.415Z,Jieba + CC-CEDICT
452,着力.com,xn--tfrr66f.com,2,449,n,to put effort into sth; to try really hard,通用品牌,86.4,11.25,1,https://vercel.com/domains/search?q=xn--tfrr66f.com,2026-07-23T18:36:19.165Z,Jieba + CC-CEDICT
453,奇花异草.com,xn--mts46k888aora.com,4,33,i,(idiom) rare or exotic flowers and plants,生活审美,86.4,11.25,1,https://vercel.com/domains/search?q=xn--mts46k888aora.com,2026-07-23T18:39:10.415Z,Jieba + CC-CEDICT
454,亲爱.com,xn--7lq487f.com,2,443,a,dear; beloved; darling,通用品牌,86.3,11.25,1,https://vercel.com/domains/search?q=xn--7lq487f.com,2026-07-23T18:36:19.165Z,Jieba + CC-CEDICT
455,世上.com,xn--fhqxa.com,2,1877,s,on earth,通用品牌,86.3,11.25,1,https://vercel.com/domains/search?q=xn--fhqxa.com,2026-07-23T18:28:33.160Z,Jieba + CC-CEDICT
456,风和日丽.com,xn--viqq7mx9pp61c.com,4,32,i,"moderate wind, beautiful sun (idiom); fine sunny weather, esp. in springtime",生活审美,86.3,11.25,1,https://vercel.com/domains/search?q=xn--viqq7mx9pp61c.com,2026-07-23T18:36:19.167Z,Jieba + CC-CEDICT
457,泾渭分明.com,xn--kbr310cg6ew8a.com,4,32,i,as rivers Jing and Wei separate clearly (idiom); to be entirely different,成语意象,86.3,11.25,1,https://vercel.com/domains/search?q=xn--kbr310cg6ew8a.com,2026-07-23T18:39:10.415Z,Jieba + CC-CEDICT
458,铭心刻骨.com,xn--2crs34ats5bz1e.com,4,32,i,lit. etched into one's heart and bones (idiom); fig. etched in one's memory; remembered with gratitude as long as one lives,品质价值,86.2,11.25,1,https://vercel.com/domains/search?q=xn--2crs34ats5bz1e.com,2026-07-23T18:39:10.415Z,Jieba + CC-CEDICT
459,终生.com,xn--9myz9r.com,2,433,n,throughout one's life; lifetime; lifelong,通用品牌,86.2,11.25,1,https://vercel.com/domains/search?q=xn--9myz9r.com,2026-07-23T18:36:19.165Z,Jieba + CC-CEDICT
460,千载难逢.com,xn--mkro51lfoap5s.com,4,95,i,extremely rare (idiom); once in a blue moon,成语意象,86.2,11.25,1,https://vercel.com/domains/search?q=xn--mkro51lfoap5s.com,2026-07-23T18:36:19.168Z,Jieba + CC-CEDICT
461,言行.com,xn--jn2av8a.com,2,430,n,words and actions; what one says and what one does,通用品牌,86.1,11.25,1,https://vercel.com/domains/search?q=xn--jn2av8a.com,2026-07-23T18:36:19.165Z,Jieba + CC-CEDICT
462,沁人心脾.com,xn--gmq282btsj20u.com,4,31,i,(lit.) to penetrate deeply into the heart (idiom); (fig.) to gladden the heart; to be refreshing,品质价值,86.1,11.25,1,https://vercel.com/domains/search?q=xn--gmq282btsj20u.com,2026-07-23T18:39:10.415Z,Jieba + CC-CEDICT
463,飞黄腾达.com,xn--r70av50ag6gu6f.com,4,91,i,lit. the divine steed Feihuang gallops (idiom); fig. to achieve meteoric success in one's career,成语意象,86.1,11.25,1,https://vercel.com/domains/search?q=xn--r70av50ag6gu6f.com,2026-07-23T18:36:19.167Z,Jieba + CC-CEDICT
464,未雨绸缪.com,xn--6pvv34cke084g.com,4,91,i,"lit. before it rains, bind around with silk (idiom, from Book of Songs 詩經|诗经); fig. to plan ahead; to prepare for a rainy day",生活审美,86.0,11.25,1,https://vercel.com/domains/search?q=xn--6pvv34cke084g.com,2026-07-23T18:36:19.168Z,Jieba + CC-CEDICT
465,堂堂正正.com,xn--cksa799la.com,4,90,i,displaying strength and discipline; impressive; upright and frank; square,成语意象,86.0,11.25,1,https://vercel.com/domains/search?q=xn--cksa799la.com,2026-07-23T18:39:10.415Z,Jieba + CC-CEDICT
466,与日俱增.com,xn--jhqv9bn8noko.com,4,90,i,to increase steadily; to grow with each passing day,成语意象,86.0,11.25,1,https://vercel.com/domains/search?q=xn--jhqv9bn8noko.com,2026-07-23T18:39:10.415Z,Jieba + CC-CEDICT
467,纷至沓来.com,xn--vrv38ibusw6c.com,4,89,i,to come thick and fast (idiom),成语意象,86.0,11.25,1,https://vercel.com/domains/search?q=xn--vrv38ibusw6c.com,2026-07-23T18:36:19.168Z,Jieba + CC-CEDICT
468,井井有条.com,xn--elqa498pcka.com,4,89,i,everything clear and orderly (idiom); neat and tidy,成语意象,85.9,11.25,1,https://vercel.com/domains/search?q=xn--elqa498pcka.com,2026-07-23T18:36:19.168Z,Jieba + CC-CEDICT
469,一鼓作气.com,xn--4gqy6ag44d7g9b.com,4,88,i,in a spurt of energy,成语意象,85.9,11.25,1,https://vercel.com/domains/search?q=xn--4gqy6ag44d7g9b.com,2026-07-23T18:39:10.415Z,Jieba + CC-CEDICT
470,物力.com,xn--tfrz35e.com,2,403,n,physical resources (as opposed to labor resources),通用品牌,85.9,11.25,1,https://vercel.com/domains/search?q=xn--tfrz35e.com,2026-07-23T18:36:19.164Z,Jieba + CC-CEDICT
471,首屈一指.com,xn--4gqy16aciffv7d.com,4,87,i,to count as number one (idiom); second to none; outstanding,成语意象,85.8,11.25,1,https://vercel.com/domains/search?q=xn--4gqy16aciffv7d.com,2026-07-23T18:36:19.168Z,Jieba + CC-CEDICT
472,神清气爽.com,xn--4qw74bv6fr6i.com,4,28,i,(idiom) full of vitality; relaxed and alert,生活审美,85.8,11.25,1,https://vercel.com/domains/search?q=xn--4qw74bv6fr6i.com,2026-07-23T18:39:10.415Z,Jieba + CC-CEDICT
473,一尘不染.com,xn--4gq0a601ginl.com,4,85,i,(idiom) untainted by even a speck of dust; spotlessly clean; (of a person) honest; incorruptible,成语意象,85.8,11.25,1,https://vercel.com/domains/search?q=xn--4gq0a601ginl.com,2026-07-23T18:36:19.168Z,Jieba + CC-CEDICT
474,正面.com,xn--2lwo25g.com,2,1678,ad,front; obverse side; right side; positive; direct; open,通用品牌,85.7,11.25,1,https://vercel.com/domains/search?q=xn--2lwo25g.com,2026-07-23T18:36:19.167Z,Jieba + CC-CEDICT
475,进取心.com,xn--tor80zj32b.com,3,57,n,enterprising spirit; initiative,品质价值,85.7,11.25,1,https://vercel.com/domains/search?q=xn--tor80zj32b.com,2026-07-23T18:42:16.249Z,Jieba + CC-CEDICT
